b_macanche_PT;Macanche;;;;;;;;;;;;;x
c_sacpuy;Sacpuy;;;;;;;;;;;;;x
c_sacpuy_adj;Sacpuyean;;;;;;;;;;;;;x
b_sacpuy_PT;Sacpuy;;;;;;;;;;;;;x
b_san_benito_PT;San Benito;;;;;;;;;;;;;x
b_san_jorge_PT;San Jorge;;;;;;;;;;;;;x
b_san_diego_PT;San Diego;;;;;;;;;;;;;x
d_poptun;Poptun;;;;;;;;;;;;;x
d_poptun_adj;Poptunean;;;;;;;;;;;;;x
c_poptun;Poptun;;;;;;;;;;;;;x
b_poptun_PT;Poptun;;;;;;;;;;;;;x
b_el_chal_PT;El Chal;;;;;;;;;;;;;x
b_machaquila_PT;Machaquila;;;;;;;;;;;;;x
b_nuevo_horizonte_PT;Nuevo Horizonte;;;;;;;;;;;;;x
b_san_luis_PT;San Luis;;;;;;;;;;;;;x
b_dolores_PT;Dolores;;;;;;;;;;;;;x
b_chacte_PT;Chacte;;;;;;;;;;;;;x
b_santa_cruz_PT;Santa Cruz;;;;;;;;;;;;;x
b_salpet_PT;Salpet;;;;;;;;;;;;;x
b_cibadenque_PT;Cibadenque;;;;;;;;;;;;;x
c_machaquila;Machaquila;;;;;;;;;;;;;x
c_machaquila_adj;Machaquilean;;;;;;;;;;;;;x
b_poxte_PT;Poxte;;;;;;;;;;;;;x
b_la_reinita_PT;La Reinita;;;;;;;;;;;;;x
b_la_machaca_PT;La Machaca;;;;;;;;;;;;;x
b_santa_amelia_PT;Santa Amelia;;;;;;;;;;;;;x
d_sayaxche;Sayaxche;;;;;;;;;;;;;x
d_sayaxche_adj;Sayaxchean;;;;;;;;;;;;;x
c_lacatun;Lacantún;;;;;;;;;;;;;x
c_lacatun_adj;Lacantunean;;;;;;;;;;;;;x
b_ixcan_GT;Ixcan;;;;;;;;;;;;;x
b_benemerito_de_las_americas_CP;Benemerito de las Americas;;;;;;;;;;;;;x 
b_pico_de_oro_CP;Pico de Oro;;;;;;;;;;;;;x
b_tlatizapan_CP;Tlatizapan;;;;;;;;;;;;;x
b_tres_rios_CP;Tres Ríos;;;;;;;;;;;;;x
b_chatul_CP;Chatul;;;;;;;;;;;;;x
b_pirul_CP;Pirul;;;;;;;;;;;;;x	
c_las_cruces;Las Cruces;;;;;;;;;;;;;x
c_las_cruces_adj;Lascrucesean;;;;;;;;;;;;;x
b_las_cruces_PT;Las Cruces;;;;;;;;;;;;;x
b_seibal_PT;Seibal;;;;;;;;;;;;;x
b_el_chorro_PT;El Chorro;;;;;;;;;;;;;x
b_la_libertad_PT;La Libertad;;;;;;;;;;;;;x
b_sayaxche_PT;Sayaxche;;;;;;;;;;;;;x
b_el_jordan_PT;Jordan;;;;;;;;;;;;;x
b_las_pozas_PT;Pozas;;;;;;;;;;;;;x
b_lacanja_chansayab_PT;Lacanja Chansayab;;;;;;;;;;;;;x
k_belize;Belize;;;;;;;;;;;;;x
k_belize_adj;Belizean;;;;;;;;;;;;;x
d_chetumal;Chetumal;;;;;;;;;;;;;x
d_chetumal_adj;Chetumalean;;;;;;;;;;;;;x
c_corozal;Corozal;;;;;;;;;;;;;x
c_corozal_adj;Corozalean;;;;;;;;;;;;;x
b_corozal_BL;Corozal;;;;;;;;;;;;;x
b_santa_elena_BL;Santa Elena;;;;;;;;;;;;;x
b_chan_chen_BL;Little Pond;;;;;;;;;;;;;x
b_patchacan_BL;Patchacan;;;;;;;;;;;;;x
b_xaibe_BL;Crossroads;;;;;;;;;;;;;x
b_cerros_BL;Cerros;;;;;;;;;;;;;x
c_shipstern;Shipstern;;;;;;;;;;;;;x
c_shipstern_adj;Shipsternean;;;;;;;;;;;;;x
b_progresso_BL;Progresso;;;;;;;;;;;;;x
b_little_belize_BL;Little Belize;;;;;;;;;;;;;x
b_chunox_BL;Dry Lake;;;;;;;;;;;;;x
b_copper_bank_BL;Copper Bank;;;;;;;;;;;;;x
b_sarteneja_BL;Sarteneja;;;;;;;;;;;;;x
b_cowpen_BL;Cowpen;;;;;;;;;;;;;x
b_neuland_BL;Neuland;;;;;;;;;;;;;x
c_ambergris;Ambergris;;;;;;;;;;;;;x
c_ambergris_adj;Ambergris;;;;;;;;;;;;;x
b_san_pedro_BL;San Pedro;;;;;;;;;;;;;x
b_punta_gruesa_BL;Punta Gruesa;;;;;;;;;;;;;x
b_las_brisas_BL;Las Brisas;;;;;;;;;;;;;x
d_belize;Belize;;;;;;;;;;;;;x
d_belize_adj;Belizean;;;;;;;;;;;;;x
c_dzuluinicob;Belize;;;;;;;;;;;;;x
c_dzuluinicob_adj;Belizean;;;;;;;;;;;;;x
b_belize_BL;Port Belize;;;;;;;;;;;;;x
b_ladyville_BL;Ladyville;;;;;;;;;;;;;x
b_burrel_boom_BL;Burrel Boom;;;;;;;;;;;;;x
b_rockstone_pond_BL;Rockstone Pond;;;;;;;;;;;;;x
c_stann_creek;Stann Creek;;;;;;;;;;;;;x
c_stann_creek_adj;Stanncreekean;;;;;;;;;;;;;x
b_dangriga_BL;Stann Creek;;;;;;;;;;;;;x
b_hopkins_BL;Hopkins;;;;;;;;;;;;;x
b_seine_bight_BL;Seine Bight;;;;;;;;;;;;;x
b_placencia_BL;Placencia;;;;;;;;;;;;;x
c_orange_walk;Orange Walk;;;;;;;;;;;;;x
c_orange_walk_adj;Orangewalkean;;;;;;;;;;;;;x
b_orange_walk_BL;Orange Walk;;;;;;;;;;;;;x
b_lamanai_BL;Lamanai;;;;;;;;;;;;;x
b_cuello_BL;Cuello;;;;;;;;;;;;;x
b_indian_church_BL;Indian Church;;;;;;;;;;;;;x
c_manche;Toledo;;;;;;;;;;;;;x
c_manche_adj;Toledean;;;;;;;;;;;;;x
b_punta_gorda_BL;Punta Gorda;;;;;;;;;;;;;x
c_columbia_BL;Columbia;;;;;;;;;;;;;x
c_columbia_BL_adj;Columbian;;;;;;;;;;;;;x
b_san_pedro_columbia_BL;San Pedro Columbia;;;;;;;;;;;;;x
b_aguacate_BL;Aguacate;;;;;;;;;;;;;x
b_monkey_river;Monkey River;;;;;;;;;;;;;x
b_forest_home_BL;Forest Home;;;;;;;;;;;;;x
b_independence_and_mango_creek_BL;Independence and Mango Creek;;;;;;;;;;;;;x
b_big_falls_BL;Big Falls;;;;;;;;;;;;;x
b_lubaantun_BL;Lubaantun;;;;;;;;;;;;;x
b_nim_li_punit_BL;Big Hat;;;;;;;;;;;;;x
b_hopeville_BL;Hopeville;;;;;;;;;;;;;x
b_jacintoville_BL;Jacintoville;;;;;;;;;;;;;x
d_belmopan;Belmopan;;;;;;;;;;;;;x
d_belmopan_adj;Belmopanean;;;;;;;;;;;;;x
c_yalbac;Yalbac;;;;;;;;;;;;;x
c_yalbac_adj;Yalbacean;;;;;;;;;;;;;x
b_spanish_lookout_BL;Spanish Lookout;;;;;;;;;;;;;x
b_yalbac_BL;Yalbac;;;;;;;;;;;;;x
b_el_pilar_BL;El Pilar;;;;;;;;;;;;;x
b_wamil_BL;Wamil;;;;;;;;;;;;;x
c_cayo;Caye;;;;;;;;;;;;;x
c_cayo_adj;Cayean;;;;;;;;;;;;;x
b_san_ignacio_BL;San Ignacio;;;;;;;;;;;;;x
b_santa_elena_BL;Santa Elena;;;;;;;;;;;;;x
b_cahal_pech_BL;Cahal Pech;;;;;;;;;;;;;x
b_esperanza_BL;Esperanza;;;;;;;;;;;;;x
b_valley_of_peace_BL;Valley of Peace;;;;;;;;;;;;;x
c_belmopan;Belmopan;;;;;;;;;;;;;x
c_belmopan_adj;Belmopanean;;;;;;;;;;;;;x
b_belmopan_BL;Belmopan;;;;;;;;;;;;;x
b_armenia_BL;Armenia;;;;;;;;;;;;;x
b_camalote_BL;Camalote;;;;;;;;;;;;;x
b_la_democracia_BL;La Democracia;;;;;;;;;;;;;x
b_savannah_bank_BL;Savannah Bank;;;;;;;;;;;;;x
b_dry_creek_BL;Dry Creek;;;;;;;;;;;;;x
c_macal;Macal;;;;;;;;;;;;;x
c_macal_adj;Macalean;;;;;;;;;;;;;x
b_benque_viejo_del_carmen_BL;Old Bank;;;;;;;;;;;;;x
b_san_antonio_BL;San Antonio;;;;;;;;;;;;;x
b_xunantunich_BL;Maidenrock;;;;;;;;;;;;;x
b_san_jose_succotz_BL;San Jose Succotz;;;;;;;;;;;;;x
k_yucatan;Yucatan;;;;;;;;;;;;;x
k_yucatan_adj;Yucatanean;;;;;;;;;;;;;x
d_yucatan;Yucatan;;;;;;;;;;;;;x
d_yucatan_adj;Yucatecan;;;;;;;;;;;;;x
c_merida;Merida;;;;;;;;;;;;;x
c_merida_adj;Meridean;;;;;;;;;;;;;x
b_merida_YU;Merida;;;;;;;;;;;;;x
b_progreso_YU;Progreso;;;;;;;;;;;;;x
b_kanasin_YU;Kanasin;;;;;;;;;;;;;x
b_dzibilchaltun_YU;Dzibilchaltun;;;;;;;;;;;;;x
b_chelem_YU;Chelem;;;;;;;;;;;;;x
b_conkal_YU;Conkal;;;;;;;;;;;;;x
b_caucel_YU;Caucel;;;;;;;;;;;;;x
b_cholul_YU;Cholul;;;;;;;;;;;;;x
c_sisal;Palmar;;;;;;;;;;;;;x
c_sisal_adj;Palmarean;;;;;;;;;;;;;x
b_sisal_YU;Sisal;;;;;;;;;;;;;x
b_hunucma_YU;Hunucma;;;;;;;;;;;;;x
b_uman_YU;Uman;;;;;;;;;;;;;x
b_kinchil_YU;Kinchil;;;;;;;;;;;;;x
b_chochola_YU;Chochola;;;;;;;;;;;;;x
b_tetiz_YU;Tetiz;;;;;;;;;;;;;x
b_samahil_YU;Samahil;;;;;;;;;;;;;x
b_ucu_YU;Ucu;;;;;;;;;;;;;x
c_celestun;Celestun;;;;;;;;;;;;;x
c_celestun_adj;Celestunean;;;;;;;;;;;;;x
b_celestun_YU;Celestun;;;;;;;;;;;;;x
b_sinkehuel_YU;Sinkehuel;;;;;;;;;;;;;x
b_maxcanu_YU;Maxcanu;;;;;;;;;;;;;x
b_chunchucmil_YU;Chunchucmil;;;;;;;;;;;;;x
b_oxkintok_YU;Oxkintok;;;;;;;;;;;;;x
b_halacho_YU;Halacho;;;;;;;;;;;;;x
b_chactun_YU;Chactun;;;;;;;;;;;;;x
c_chicxulub;Motul;;;;;;;;;;;;;x
c_chicxulub_adj;Motulean;;;;;;;;;;;;;x
b_motul_YU;Motul;;;;;;;;;;;;;x
b_tixkokob_YU;Tixkokob;;;;;;;;;;;;;x
b_baca_YU;Baca;;;;;;;;;;;;;x
b_dzemul_YU;Dzemul;;;;;;;;;;;;;x
b_telchac_YU;Telchac;;;;;;;;;;;;;x
b_cansahcab_YU;Cansahcab;;;;;;;;;;;;;x
b_tekanto_YU;Tekanto;;;;;;;;;;;;;x
b_muxupip_YU;Muxupip;;;;;;;;;;;;;x
c_ticul;Ticul;;;;;;;;;;;;;x
c_ticul_adj;Ticulean;;;;;;;;;;;;;x
b_ticul_YU;Ticul;;;;;;;;;;;;;x
b_abala_YU;Abala;;;;;;;;;;;;;x
b_chapab_YU;Chapab;;;;;;;;;;;;;x
b_mama_YU;Mama;;;;;;;;;;;;;x
b_mayapan_YU;Mayapan;;;;;;;;;;;;;x
b_telchaquillo_YU;Telchaquillo;;;;;;;;;;;;;x
b_tecoh_YU;Tecoh;;;;;;;;;;;;;x
b_sacalum_YU;Sacalum;;;;;;;;;;;;;x
d_dzilam;Dzilam;;;;;;;;;;;;;x
d_dzilam_adj;Dzilamean;;;;;;;;;;;;;x
c_dzilam;Dzilam;;;;;;;;;;;;;x
c_dzilam_adj;Dzilamean;;;;;;;;;;;;;x
b_dzilam_de_bravo_YU;Dzilam de Bravo;;;;;;;;;;;;;x
b_dzilam_gonzalez_YU;Dzilam Gonzalez;;;;;;;;;;;;;x
b_dzindzantun_YU;Dzindzantun;;;;;;;;;;;;;x
b_teya_YU;Teya;;;;;;;;;;;;;x
b_temax_YU;Temax;;;;;;;;;;;;;x
b_tekal_YU;Tekal;;;;;;;;;;;;;x
b_buctzotz_YU;Buctzotz;;;;;;;;;;;;;x
b_dzoncauich_YU;Dzoncauich;;;;;;;;;;;;;x
c_espita;Espita;;;;;;;;;;;;;x
c_espita_adj;Espitean;;;;;;;;;;;;;x
b_espita_YU;Espita;;;;;;;;;;;;;x
b_cenotillo_YU;Cenotillo;;;;;;;;;;;;;x
b_tuzik_YU;Tuzik;;;;;;;;;;;;;x
b_holca_YU;Holca;;;;;;;;;;;;;x
b_sucila_YU;Sucila;;;;;;;;;;;;;x
b_yasilhon_YU;Yasilhon;;;;;;;;;;;;;x
b_dzitas_YU;Dzitas;;;;;;;;;;;;;x
b_tinum_YU;Tinum;;;;;;;;;;;;;x
c_tizimin;Tizimin;;;;;;;;;;;;;x
c_tizimin_adj;Tizimilean;;;;;;;;;;;;;x
b_tizimin_YU;Tizimin;;;;;;;;;;;;;x
b_calotmul_YU;Calotmul;;;;;;;;;;;;;x
b_panaba_YU;Panaba;;;;;;;;;;;;;x
b_loche_YU;Loche;;;;;;;;;;;;;x
b_san_felipe_YU;San Felipe;;;;;;;;;;;;;x
b_rio_lagartos_YU;Lagartos;;;;;;;;;;;;;x
b_dzonot_carretero_YU;Dzonot;;;;;;;;;;;;;x
b_chisahcab_YU;Chisahcab;;;;;;;;;;;;;x
d_valladolid;Valladolid;;;;;;;;;;;;;x
d_valladolid_adj;Valladolidean;;;;;;;;;;;;;x
c_valladolid;Valladolid;;;;;;;;;;;;;x
c_valladolid_adj;Vallisoletan;;;;;;;;;;;;;x
b_valladolid_YU;Valladolid;;;;;;;;;;;;;x
b_chemax_YU;Chemax;;;;;;;;;;;;;x
b_temozon_YU;Temozon;;;;;;;;;;;;;x
b_chichimila_YU;Chichimila;;;;;;;;;;;;;x
b_popola_YU;Popola;;;;;;;;;;;;;x
b_ek_balam_YU;Ek Balam;;;;;;;;;;;;;x
b_xocen_YU;Xocen;;;;;;;;;;;;;x
b_tekom_YU;Tekom;;;;;;;;;;;;;x
c_chichen_itza;Chichen Itza;;;;;;;;;;;;;x
c_chichen_itza_adj;Chichenitzean;;;;;;;;;;;;;x
b_chichen_itza_YU;Chichen Itza;;;;;;;;;;;;;x
b_izamal_YU;Izamal;;;;;;;;;;;;;x
b_tunkas_YU;Tunkas;;;;;;;;;;;;;x
b_kantunil_YU;Kantunil;;;;;;;;;;;;;x
b_sotuta_YU;Sotuta;;;;;;;;;;;;;x
b_piste_YU;Piste;;;;;;;;;;;;;x
b_yaxunah_YU;Yaxunah;;;;;;;;;;;;;x
b_kaua_YU;Kaua;;;;;;;;;;;;;x
d_quintana_roo;Quintana Roo;;;;;;;;;;;;;x
d_quintana_roo_adj;Quintanarrean;;;;;;;;;;;;;x
c_solferino;Solferino;;;;;;;;;;;;;x
c_solferino_adj;Solferinean;;;;;;;;;;;;;x
b_chiquila_QR;Chiquila;;;;;;;;;;;;;x
b_leona_vicario_QR;Leona Vicario;;;;;;;;;;;;;x
b_nuevo_xcan_QR;New Xcan;;;;;;;;;;;;;x
b_popolnah_QR;Popolnah;;;;;;;;;;;;;x
b_kantunilkin_QR;Kantunilkin;;;;;;;;;;;;;x
b_odzceh_QR;Odzceh;;;;;;;;;;;;;x
b_solferino_QR;Solferino;;;;;;;;;;;;;x
c_holbox;Holbox;;;;;;;;;;;;;x
c_holbox_adj;Holboxean;;;;;;;;;;;;;x
b_holbox_QR;Port Holbox;;;;;;;;;;;;;x
b_catoche_QR;Catoche;;;;;;;;;;;;;x
b_bahia_ceviche_QR;Ceviche Bay;;;;;;;;;;;;;x
b_boca_iglesia_QR;Boca Iglesia;;;;;;;;;;;;;x
b_cayo_cahum_QR;Cahum;;;;;;;;;;;;;x
b_paso_xolul_QR;Paso Xolul;;;;;;;;;;;;;x
b_punta_cocos_QR;Cocos;;;;;;;;;;;;;x
b_punta_mosquito_QR;Punta Mosquito;;;;;;;;;;;;;x
c_cancun;Cancun;;;;;;;;;;;;;x
c_cancun_adj;Cancunean;;;;;;;;;;;;;x
b_cancun_QR;Cancun;;;;;;;;;;;;;x
b_alfredo_v_bonfil_QR;Nichupte;;;;;;;;;;;;;x
b_puerto_morelos_QR;Port Morelos;;;;;;;;;;;;;x
b_coloxna_QR;Coloxna;;;;;;;;;;;;;x
b_nizuc_QR;Nizuc;;;;;;;;;;;;;x
b_chacmuchuch_QR;Chacmuchuch;;;;;;;;;;;;;x
b_zetina_gasca_QR;Zetina Gasca;;;;;;;;;;;;;x
b_punta_sam_QR;Punta Sam;;;;;;;;;;;;;x
c_isla_mujeres;Isla Mujeres;;;;;;;;;;;;;x
c_isla_mujeres_adj;Mujeresean;;;;;;;;;;;;;x
b_Isla_mujeres_QR;Port Mujeres;;;;;;;;;;;;;x
b_miraflores_QR;Miraflores;;;;;;;;;;;;;x
b_mundaca_QR;Mundaca;;;;;;;;;;;;;x
b_ultramar_QR;Ultramar;;;;;;;;;;;;;x
b_piscina_del_rey_QR;King's Pond;;;;;;;;;;;;;x
b_joyxee_QR;Joyxee;;;;;;;;;;;;;x
b_punta_sur_QR;Punta Sur;;;;;;;;;;;;;x
b_el_cocal_QR;El Cocal;;;;;;;;;;;;;x
c_riviera_maya;Riviera Maya;;;;;;;;;;;;;x
c_riviera_maya_adj;Rivieramayan;;;;;;;;;;;;;x
b_playa_del_carmen_QR;Playa del Carmen;;;;;;;;;;;;;x
b_puerto_adventuras_QR;Port Venturas;;;;;;;;;;;;;x
b_akumal_QR;Akumal;;;;;;;;;;;;;x
b_xpu_ha_QR;Xpu Ha;;;;;;;;;;;;;x
b_chemuyil_QR;Chemuyil;;;;;;;;;;;;;x
b_xcaret_QR;Xcaret;;;;;;;;;;;;;x
c_cozumel;Cozumel;;;;;;;;;;;;;x
c_cozumel;Cozumelean;;;;;;;;;;;;;x
b_las_fincas_QR;Las Fincas;;;;;;;;;;;;;x
b_cozumel_QR;Port Cozumel;;;;;;;;;;;;;x
b_san_gervasio_QR;San Gervasio;;;;;;;;;;;;;x
b_el_cedral_QR;El Cedral;;;;;;;;;;;;;x
b_el_mirador_QR;El Mirador;;;;;;;;;;;;;x
b_mayatlantis_QR;Mayatlantis;;;;;;;;;;;;;x
b_el_cielo_QR;El Cierlo;;;;;;;;;;;;;x
b_isla_pasion_QR;Isla Pasion;;;;;;;;;;;;;x
k_chiapas;Chiapas;;;;;;;;;;;;;x
k_chiapas_adj;Chiapanecan;;;;;;;;;;;;;x
d_lacandon_adj;Lacandona;;;;;;;;;;;;;x
b_frontera_corozal_CP;Frontera Corozal;;;;;;;;;;;;;x
b_bonampak_CP;Bonampak;;;;;;;;;;;;;x
b_yaxchilan_CP;Yaxchilán;;;;;;;;;;;;;x
b_lacanja_CP;Lacanjá;;;;;;;;;;;;;x
b_palenque_CP;El Palenque;;;;;;;;;;;;;x
b_palenque_nuevo_CP;Palenque;;;;;;;;;;;;;x
b_salto_el_agua_CP;Salto El Agua;;;;;;;;;;;;;x
b_catazaja_CP;Catazajá;;;;;;;;;;;;;x
b_piedras_negras_PT;Piedras Negras;;;;;;;;;;;;;x
b_san_juan_villa_nueva_PT;San Juan Villa Nueva;;;;;;;;;;;;;x
b_tonina_PT;Tonina;;;;;;;;;;;;;x
b_el_ceibo_PT;El Ceibo ;;;;;;;;;;;;;x
b_tierra_linda_el_zapotal_PT;Tierra Linda El Zapotal;;;;;;;;;;;;;x
b_macabilaro_PT;Macabilaro;;;;;;;;;;;;;x
d_los_altos;Los Altos;;;;;;;;;;;;;x
d_los_altos_adj;Losaltean;;;;;;;;;;;;;x
c_san_cristobal;San Cristóbal;;;;;;;;;;;;;x
c_san_cristobal;Sancristobalean;;;;;;;;;;;;;x
b_san_cristobal_de_las_casas_CP;San Cristóbal;;;;;;;;;;;;;x
b_zinancatan_CP;Zinancatan;;;;;;;;;;;;;x
b_emiliano_zapata_CP;Emiliano Zapata;;;;;;;;;;;;;x
b_san_antonio_del_monte_CP;San Antonio del Monte;;;;;;;;;;;;;x
b_chiapilla_CP;Chiapilla;;;;;;;;;;;;;x
c_chamula;Chamula;;;;;;;;;;;;;x
c_chamula_adj;Chamula;;;;;;;;;;;;;x
b_chamula_CP;Chamula;;;;;;;;;;;;;x
b_teopisca_CP;Teopisca;;;;;;;;;;;;;x
b_huixtan_CP;Huixtan;;;;;;;;;;;;;x
b_chanal_CP;Chanal;;;;;;;;;;;;;x
b_mitontic_CP;Mitontic;;;;;;;;;;;;;x
b_tenejapa_CP;Tenejapa;;;;;;;;;;;;;x
b_oxchuc_CP;Oxchuc;;;;;;;;;;;;;x
b_san_juan_CP;San Juan;;;;;;;;;;;;;x
c_amatenango;Amatenango;;;;;;;;;;;;;x
c_amatenango_adj;Amatenango;;;;;;;;;;;;;x
b_amatenango_del_valle_CP;Amatenango del Valle;;;;;;;;;;;;;x
b_las_rosas_CP;Las Rosas;;;;;;;;;;;;;x
b_guapinol_CP;Guapinol;;;;;;;;;;;;;x
b_venustiano_carranza_CP;Venustiano Carranza;;;;;;;;;;;;;x
b_san_francisco_pujiltic_CP;San francisco Pujiltic;;;;;;;;;;;;;x
b_aguacatenango_CP;Aguacatenango;;;;;;;;;;;;;x
b_socoltenango_CP;Socoltenango;;;;;;;;;;;;;x
d_chiapas;Chiapas;;;;;;;;;;;;;x
d_chiapas_adj;Chiapanean;;;;;;;;;;;;;x
c_tuxtla_gutierrez;Tuxtla;;;;;;;;;;;;;x
c_tuxtla_gutierrez;Tuxtlean;;;;;;;;;;;;;x
b_tuxtla_gutierrez_CP;Tuxtla Gutierrez;;;;;;;;;;;;;x
