###ÄNSI###
forester_DESC;The vast wilderness of the west seems a land without law, without structure, without civilization. The Rangers of Muir, known to outsiders as the Foresters, revel in that freedom and recite the ancient creed of Conservation that John of the Mountains passed down to them. Nature must be respected and preserved. In their scattered camps and remote strongholds, they watched over the forests, plains, and mountains for the siren calls of the Dark Cicada, a being that brought the cataclysmic fires that consumed the old world. The world ended to it?s fiery grasp before, and the Foresters are determined not to allow it to happen once more. As the mantra of their bear-god Smokey claims, Only you can prevent wildfires.;;;;;;;;;;;;x,,
GOD_THE_WILD;The Wild;;;;;;;;;;;;;x
GOD_JOHN_MOUNTAIN;John of the Mountains;;;;;;;;;;;;;x
GOD_OLD_FAITHFUL;Old Faithful;;;;;;;;;;;;;x
GOD_MOTHER_EARTH;Mother Earth;;;;;;;;;;;;;x
GOD_SMOKEY;Smokey;;;;;;;;;;;;;x
GOD_FELLERS;Fellers;;;;;;;;;;;;;x
GOD_TORCHERS;Torchers;;;;;;;;;;;;;x
GOD_TERMITES;Termites;;;;;;;;;;;;;x
GOD_THE_WILD;The Wild;;;;;;;;;;;;;x
GOD_THE_GREAT_FIRE;The Great Fire;;;;;;;;;;;;;x
GOD_WOHELO;Wohelo;;;;;;;;;;;;;x
GOD_THE_DARK_CICADA;The Dark Cicada;;;;;;;;;;;;;x
FIRE_TENDER;Fire Tender;;;;;;;;;;;;;x
SCOUTS_GUIDE;The Scout's Guide;;;;;;;;;;;;;x

#Dominionist
tannerite;Blood of Tanner;;;;;;;;;;;;;x
tannerite_desc;House Tannerite descends from Tanner Tannerite I, the first Apostle of the Dominionist faith who gained glory and infamy for his many conquests.;;;;;;;;;;;;;x

alurista;Alurista;;;;;;;;;;;;;x
GOD_JUNIPERO_SERRA;San Junípero Serra;;;;;;;;;;;;;x
GOD_LA_RAZA_COSMICA;La Raza Cósmica;;;;;;;;;;;;;x
GOD_PERSHING;Pershing;;;;;;;;;;;;;x
GOD_LOS_FEDERALES;Los Federales;;;;;;;;;;;;;x

DEATH_EXECUTION_TARPIT;was drowned in the black goo of the La Brea Tar Pits on the orders of $KILLER$;;;;;;;;;;;;;x
DEATH_EXECUTION_TARPIT_NO_KILLER;was drowned in the black goo of the La Brea Tar Pits;;;;;;;;;;;;;x
DEATH_SOLDIER_RABBLE;was killed by his troups on the Coloradan Frontier;;;;;;;;;;;;;x
DEATH_EXECUTION_GREAT_PYRE;was burnt upon a great pyre on the orders of $KILLER$;;;;;;;;;;;;;x
DEATH_SIEGE;was heroically killed trying to defend his city during a siege lead by $KILLER$;;;;;;;;;;;;;x
DEATH_SIEGE_NO_KILLER;was heroically killed trying to defend his city during a siege;;;;;;;;;;;;;x
###########Nicknames###########
nick_son_of_blucifer;the Son of Blucifer;;;;;;;;;;;;x
nick_the_quarreler;the Quarreler;;;;;;;;;;;;x
nick_the_unifier;the Unifier;;;;;;;;;;;;x
nick_rapidin;Rapidín;;;;;;;;;;;;x
nick_rich;Rich;;;;;;;;;;;;x
nick_the_aviator;the Aviator;;;;;;;;;;;;x
nick_matagatos;Matagatos;;;;;;;;;;;;x
nick_el_liebre;el Liebre;;;;;;;;;;;;x
nick_the_wiley;the Wiley;;;;;;;;;;;;x
nick_porky;Porky;;;;;;;;;;;;x
nick_el_jefecito;el Jefecito;;;;;;;;;;;;x
nick_the_crusher;the Crusher;;;;;;;;;;;;x
nick_the_kine_slayer;the Kine-Slayer;;;;;;;;;;;;x
nick_the_phantom;the Phantom;;;;;;;;;;;;x
nick_the_shepherd;the Shepherd;;;;;;;;;;;;x
nick_the_heavyweight;the Heavyweight;;;;;;;;;;;;x
nick_the_proud_lion;the Proud Lion;;;;;;;;;;;;x
nick_the_pale_rider;the Pale Rider;;;;;;;;;;;;x
nick_goodwill;Goodwill;;;;;;;;;;;;x
nick_the_olympian;the Olympian;;;;;;;;;;;;x
nick_the_failson;the Failson;;;;;;;;;;;;x
nick_the_ringer;the Ringer;;;;;;;;;;;;x
nick_the_ghastly;the Ghastly;;;;;;;;;;;;x
nick_the_inhospitable;the Inhospitable;;;;;;;;;;;;x
nick_kindling;Kindling;;;;;;;;;;;;x
nick_the_lakewood_kid;the Lakewood Kid;;;;;;;;;;;;x
nick_the_good_steward;the Good Steward;;;;;;;;;;;;x
nick_the_spark_champ;the Spark Champ;;;;;;;;;;;;x
nick_the_witch_of_ventura;the Witch of Ventura;;;;;;;;;;;;x
MOUNTAIN_FATHER_TITLE;Mountain Father;;;;;;;;;;;;x
nick_el_pedante;el Pedante;;;;;;;;;;;;x
nick_el_moteado;el Moteado;;;;;;;;;;;;x
nick_auspicious;the Auspicious;;;;;;;;;;;;x
nick_the_spring_flower;the Spring Flower;;;;;;;;;;;;x
nick_nickels;Nickels;;;;;;;;;;;;x
nick_the_woodrunner;the Woodrunner;;;;;;;;;;;;x
nick_el_doliente;el Doliente;;;;;;;;;;;;x
nick_angel_eyes;Angel Eyes;;;;;;;;;;;;x
OLD_KING_TITLE;Old King;;;;;;;;;;;;x
nick_the_stolen;the Runaway;;;;;;;;;;;;x
nick_born_in_crimson;Bloodborne;;;;;;;;;;;;x
nick_the_maid;the Maid;;;;;;;;;;;;x
nick_el_guero;el Güero;;;;;;;;;;;;x
nick_the_lark;the Lark;;;;;;;;;;;;x
nick_the_purple_cow;the Purple Cow;;;;;;;;;;;;x
nick_the_golden_mouthed;Chrysostom;;;;;;;;;;;;x
nick_the_white_death_of_the_joshuans;the Pale Death of the Joshuans;;;;;;;;;;;;x
nick_the_pale;the Pale;;;;;;;;;;;;x
nick_the_fried_fifer;the Fried Fifer;;;;;;;;;;;;x
nick_the_foolhardy_fiddler;the Foolhardy Fiddler;;;;;;;;;;;;x
nick_the_piano_man;the Piano Man;;;;;;;;;;;;x
nick_the_forsworn;the Forsworn;;;;;;;;;;;;x
nick_the_black_bastard;the Black Bastard;;;;;;;;;;;;x
nick_the_rebel_without_a_cause;the Rebel Without a Cause;;;;;;;;;;;;x
nick_don_pancho;don Pancho;;;;;;;;;;;;x
nick_panchito;Panchito;;;;;;;;;;;;x
nick_el_diablo;el Diablo;;;;;;;;;;;;x
nick_el_benny;el Benny;;;;;;;;;;;;x
nick_dona_mari;doña Mary;;;;;;;;;;;;x
nick_don_pepe;don Pepe;;;;;;;;;;;;x
nick_el_jotaerre;el Jotaerre;;;;;;;;;;;;x
nick_el_cochiloco;el Cochiloco;;;;;;;;;;;;x
nick_el_dorado;el Dorado;;;;;;;;;;;;x
nick_the_only_mountain_of_chac;Jun Witsil Chac;;;;;;;;;;;;x
nick_la_madrina;la Madrina;;;;;;;;;;;;x
nick_el_toro;el Toro;;;;;;;;;;;;x
nick_el_caballero;el Caballero;;;;;;;;;;;;x
nick_el_indio;el Indio;;;;;;;;;;;;x
###########Bloodlines###########
pale_rider;Blood of the Pale Rider;;;;;;;;;;;;;x
pale_rider_desc;Micah the Pale Rider took the city of Denver after killing Pike Nilsen in single combat. For three terrible days he held Denver before eventually being pushed out by Rockhart Nilsen. Afterwards he carved out a formidible Trailwalker realm out of the ruins of the Kingdom of Colorado.;;;;;;;;;;;;;x
cibolero;Blood of César Silverplate;;;;;;;;;;;;;x
cibolero_desc;Atom-Blessed blood of César Silverplate Cibolero, the Warhead That Never Was, Scourge of the Californian Bear, and Neomexicano liberator, warlord, and arms dealer.;;;;;;;;;;;;;x
joseph;Saintly Blood of Joseph the Shepherd;;;;;;;;;;;;;x
joseph_desc;This is the blood of Saint Joseph the Shepherd, who successfully defeated the Mad Dragon Cuahtémoc Boreal and united the different fiefdoms of the Valley.;;;;;;;;;;;;;x
baptizer_male_bloodline;Baptizer;;;;;;;;;;;;;x
baptizer_male_bloodline_desc;[This.Founder.GetTitledFirstName] dedicated [This.Founder.GetHerHis] life to fishing for men's souls in honor of [This.Founder.GetHerHis] God's capricious covenant.;;;;;;;;;;;;;x
baptizer_female_bloodline;Baptizer;;;;;;;;;;;;;x
baptizer_female_bloodline_desc;[This.Founder.GetTitledFirstName] dedicated [This.Founder.GetHerHis] life to fishing for men's souls in honor of [This.Founder.GetHerHis] God's capricious covenant .;;;;;;;;;;;;;x
bloodline_desc_baptizing_servants_bloodline;[Root.GetTitledFirstName] dedicated [Root.GetHerHis] life to fishing for men's souls in honor of [Root.GetHerHis] God's capricious covenant.;;;;;;;;;;;;;x
levita_opinion;Levita Opinion;;;;;;;;;;;;;x
levita_opinion_EXPLANATION; (effect on Levita);;;;;;;;;;;;;x
aaronita_opinion;Aaronita Opinion;;;;;;;;;;;;;x
aaronita_opinion_EXPLANATION; (effect on Aaronita);;;;;;;;;;;;;x
melquisedequita_opinion;Melquisedequita Opinion;;;;;;;;;;;;;x
melquisedequita_opinion_EXPLANATION; (effect on Melquisedequita);;;;;;;;;;;;;x
bloodline_baptist_name_random_a;Sacred Blood of [Root.GetFirstName];;;;;;;;;;;;;x
bloodline_baptist_name_random_b;Fanatic of [Root.Capital.GetName];;;;;;;;;;;;;x
bloodline_baptist_name_random_c;Pearly Seeds of [Root.GetFirstName];;;;;;;;;;;;;x
bloodline_baptist_name_random_d;Elías of [Root.Capital.GetName];;;;;;;;;;;;;x
bloodline_baptist_name_random_e;Great Fisher of [Root.Capital.GetName];;;;;;;;;;;;;x
bloodline_baptist_name_random_f;Shark Blood of [Root.GetFirstName];;;;;;;;;;;;;x
###########Coomer Event
CMB.1.desc;Although begrudgingly permitted, Polygamy is not smiled upon in the Kinemite philosophy. The faithful will turn their noses at such an act, but as ruler, your word is law...;;;;;;;;;;;;;x
CMB.1.optA;To hell with the critics.;;;;;;;;;;;;;x
CMB.2.desc;Although begrudgingly permitted, Polygamy is not smiled upon in the Edenite philosophy. The faithful will turn their noses at such an act, but as ruler, your word is law...;;;;;;;;;;;;;x
CMB.2.optA;To hell with the critics.;;;;;;;;;;;;;x

######################################################################################################
######################Title flavor fluff###################################
############################################################################################################################################################################################################

######Guatemala Stuff#######
GRAND_DUKE;Grand Duke;;;;;;;;;;;;;x
GRAND_DUKE_FEMALE;Grand Duchess;;;;;;;;;;;;;x
GRAND_DUCHY;Grand Duchy of;;;;;;;;;;;;;x
GRAND_DUKE_KEY;Your Highness;;;;;;;;;;;;;x
####SPANISH######
#trifinio
GRAND_DUKE_trifinio;Gran Duque;;;;;;;;;;;;;x
GRAND_DUKE_FEMALE_trifinio;Gran Duquesa;;;;;;;;;;;;;x
GRAND_DUCHY_trifinio;Gran Ducado de;;;;;;;;;;;;;x
#chilango
GRAND_DUKE_chilango;Gran Duque;;;;;;;;;;;;;x
GRAND_DUKE_FEMALE_chilango;Gran Duquesa;;;;;;;;;;;;;x
GRAND_DUCHY_chilango;Gran Ducado de;;;;;;;;;;;;;x
#abajeno
GRAND_DUKE_abajeno;Gran Duque;;;;;;;;;;;;;x
GRAND_DUKE_FEMALE_abajeno;Gran Duquesa;;;;;;;;;;;;;x
GRAND_DUCHY_abajeno;Gran Ducado de;;;;;;;;;;;;;x
#tapatio
GRAND_DUKE_tapatio;Gran Duque;;;;;;;;;;;;;x
GRAND_DUKE_FEMALE_tapatio;Gran Duquesa;;;;;;;;;;;;;x
GRAND_DUCHY_tapatio;Gran Ducado de;;;;;;;;;;;;;x
#jarocho
GRAND_DUKE_jarocho;Gran Duque;;;;;;;;;;;;;x
GRAND_DUKE_FEMALE_jarocho;Gran Duquesa;;;;;;;;;;;;;x
GRAND_DUCHY_jarocho;Gran Ducado de;;;;;;;;;;;;;x
#choco
GRAND_DUKE_choco;Gran Duque;;;;;;;;;;;;;x
GRAND_DUKE_FEMALE_choco;Gran Duquesa;;;;;;;;;;;;;x
GRAND_DUCHY_choco;Gran Ducado de;;;;;;;;;;;;;x
#yucatanense
GRAND_DUKE_yucatanense;Gran Duque;;;;;;;;;;;;;x
GRAND_DUKE_FEMALE_yucatanense;Gran Duquesa;;;;;;;;;;;;;x
GRAND_DUCHY_yucatanense;Gran Ducado de;;;;;;;;;;;;;x
#nicoyano
GRAND_DUKE_nicoyano;Gran Duque;;;;;;;;;;;;;x
GRAND_DUKE_FEMALE_nicoyano;Gran Duquesa;;;;;;;;;;;;;x
GRAND_DUCHY_nicoyano;Gran Ducado de;;;;;;;;;;;;;x
#filastino
GRAND_DUKE_filastino;Gran Emir;;;;;;;;;;;;;x
GRAND_DUKE_FEMALE_filastino;Gran Emira;;;;;;;;;;;;;x
GRAND_DUCHY_filastino;Gran Emirato de;;;;;;;;;;;;;x
########MAYAN########
#quichean
GRAND_DUKE_quichean;Ajaw;;;;;;;;;;;;;x
GRAND_DUKE_FEMALE_quichean;X Ajaw;;;;;;;;;;;;;x
GRAND_DUCHY_quichean;Ajawil;;;;;;;;;;;;;x
#yucateco
GRAND_DUKE_yucateco;Ajaw;;;;;;;;;;;;;x
GRAND_DUKE_FEMALE_yucateco;X Ajaw;;;;;;;;;;;;;x
GRAND_DUCHY_yucateco;Ajawil;;;;;;;;;;;;;x
#lacandon
GRAND_DUKE_lacandon;Ajaw;;;;;;;;;;;;;x
GRAND_DUKE_FEMALE_lacandon;X Ajaw;;;;;;;;;;;;;x
GRAND_DUCHY_lacandon;Ajawil;;;;;;;;;;;;;x
#tsotsil
GRAND_DUKE_tsotsil;Ajaw;;;;;;;;;;;;;x
GRAND_DUKE_FEMALE_tsotsil;X Ajaw;;;;;;;;;;;;;x
GRAND_DUCHY_tsotsil;Ajawil;;;;;;;;;;;;;x
#tseltal
GRAND_DUKE_tseltal;Ajaw;;;;;;;;;;;;;x
GRAND_DUKE_FEMALE_tseltal;X Ajaw;;;;;;;;;;;;;x
GRAND_DUCHY_tseltal;Ajawil;;;;;;;;;;;;;x

##################Joaquino Cetic######
bureaucracy_baron_joaquino;Magistrado;;;;;;;;;;;;;x
bureaucracy_baron_female_joaquino;Magistrada;;;;;;;;;;;;;x
bureaucracy_barony_of_joaquino;Jurisdicción de;;;;;;;;;;;;;x
bureaucracy_barony_joaquino;Jurisdicción;;;;;;;;;;;;;x
bureaucracy_count_joaquino;Subprefecto;;;;;;;;;;;;;x
bureaucracy_count_female_joaquino;Subprefecta;;;;;;;;;;;;;x
bureaucracy_county_of_joaquino;Subprefectura de;;;;;;;;;;;;;x
bureaucracy_county_joaquino;Subprefectura;;;;;;;;;;;;;x
bureaucracy_duke_joaquino;Prefecto;;;;;;;;;;;;;x
bureaucracy_duke_female_joaquino;Prefecta;;;;;;;;;;;;;x
bureaucracy_duchy_of_joaquino;Prefectura de;;;;;;;;;;;;;x
bureaucracy_duchy_joaquino;Prefectura;;;;;;;;;;;;;x
bureaucracy_king_joaquino;Gobernador;;;;;;;;;;;;;x
bureaucracy_king_female_joaquino;Gobernadora;;;;;;;;;;;;;x
bureaucracy_kingdom_of_joaquino;Gobernación de;;;;;;;;;;;;;x
bureaucracy_kingdom_joaquino;Gobernación;;;;;;;;;;;;;x
bureaucracy_emperor_joaquino;Emperador Celestial;;;;;;;;;;;;;x
bureaucracy_emperor_female_joaquino;Emperatriz Celestial;;;;;;;;;;;;;x
bureaucracy_empire_of_joaquino;Imperio Celestial de;;;;;;;;;;;;;x
bureaucracy_empire_joaquino;Imperio Celestial;;;;;;;;;;;;;x

################Joaquino Feudal######
baron_joaquino;Terrateniente;;;;;;;;;;;;;x
baron_female_joaquino;Terratenienta;;;;;;;;;;;;;x
barony_of_joaquino;Villa de;;;;;;;;;;;;;x
barony_joaquino;Villa;;;;;;;;;;;;;x
count_joaquino;Señor;;;;;;;;;;;;;x
count_female_joaquino;Señora;;;;;;;;;;;;;x
county_of_joaquino;Cantón de;;;;;;;;;;;;;x
county_joaquino;Cantón;;;;;;;;;;;;;x
duke_joaquino;Prefecto;;;;;;;;;;;;;x
duke_female_joaquino;Prefecta;;;;;;;;;;;;;x
duchy_of_joaquino;Estado de;;;;;;;;;;;;;x
duchy_joaquino;Estado;;;;;;;;;;;;;x
king_joaquino;Rey;;;;;;;;;;;;;x
king_female_joaquino;Reina;;;;;;;;;;;;;x
kingdom_of_joaquino;Reino de;;;;;;;;;;;;;x
kingdom_joaquino;Reino;;;;;;;;;;;;;x
emperor_joaquino;Emperador;;;;;;;;;;;;;x
emperor_female_joaquino;Emperatriz;;;;;;;;;;;;;x
empire_joaquino;Imperio;;;;;;;;;;;;;x
empire_of_joaquino;Imperio de;;;;;;;;;;;;;x

##################Pinoy Cetic######
bureaucracy_baron_pinoy;Mahistrado;;;;;;;;;;;;;x
bureaucracy_baron_female_pinoy;Mahistrado;;;;;;;;;;;;;x
bureaucracy_barony_of_pinoy;Hurisdiksyon of;;;;;;;;;;;;;x
bureaucracy_barony_pinoy;Hurisdiksyon;;;;;;;;;;;;;x
bureaucracy_count_pinoy;Subprefecto;;;;;;;;;;;;;x
bureaucracy_count_female_pinoy;Subprefecto;;;;;;;;;;;;;x
bureaucracy_county_of_pinoy;Subprefectura of;;;;;;;;;;;;;x
bureaucracy_county_pinoy;Subprefectura;;;;;;;;;;;;;x
bureaucracy_duke_pinoy;Prefecto;;;;;;;;;;;;;x
bureaucracy_duke_female_pinoy;Prefecto;;;;;;;;;;;;;x
bureaucracy_duchy_of_pinoy;Prefectura of;;;;;;;;;;;;;x
bureaucracy_duchy_pinoy;Prefectura;;;;;;;;;;;;;x
bureaucracy_king_pinoy;Gobernador;;;;;;;;;;;;;x
bureaucracy_king_female_pinoy;Gobernador;;;;;;;;;;;;;x
bureaucracy_kingdom_of_pinoy;Gobernadora of;;;;;;;;;;;;;x
bureaucracy_kingdom_pinoy;Gobernadora;;;;;;;;;;;;;x
bureaucracy_emperor_pinoy;Emperador Celestial;;;;;;;;;;;;;x
bureaucracy_emperor_female_pinoy;Emperatris Celestial;;;;;;;;;;;;;x
bureaucracy_empire_of_pinoy;Makalangit na Imperyo of;;;;;;;;;;;;;x
bureaucracy_empire_pinoy;Makalangit na Imperyo;;;;;;;;;;;;;x

################Pinoy Feudal######
baron_pinoy;Mayaring Lupa;;;;;;;;;;;;;x
baron_female_pinoy;Mayaring Lupa;;;;;;;;;;;;;x
barony_of_pinoy;Bayan of;;;;;;;;;;;;;x
barony_pinoy;Bayan;;;;;;;;;;;;;x
count_pinoy;Bilangin;;;;;;;;;;;;;x
count_female_pinoy;Kondesa;;;;;;;;;;;;;x
county_of_pinoy;Canton of;;;;;;;;;;;;;x
county_pinoy;Canton;;;;;;;;;;;;;x
duke_pinoy;Panginoon;;;;;;;;;;;;;x
duke_female_pinoy;Ginang;;;;;;;;;;;;;x
duchy_of_pinoy;Kundisyon of;;;;;;;;;;;;;x
duchy_pinoy;Kundisyon;;;;;;;;;;;;;x
king_pinoy;Hari;;;;;;;;;;;;;x
king_female_pinoy;Reyna;;;;;;;;;;;;;x
kingdom_of_pinoy;Kaharian of;;;;;;;;;;;;;x
kingdom_pinoy;Kaharian;;;;;;;;;;;;;x
emperor_pinoy;Emperador;;;;;;;;;;;;;x
emperor_female_pinoy;Emperatris;;;;;;;;;;;;;x
empire_pinoy;Imperyo of;;;;;;;;;;;;;x
empire_of_pinoy;Imperyo of;;;;;;;;;;;;;x

bureaucracy_title_prince_joaquino;Infante;;;;;;;;;;;;;x
bureaucracy_title_prince_female_joaquino;Infanta;;;;;;;;;;;;;x
bureaucracy_title_queen_mother_joaquino;Gobernadora Viuda;;;;;;;;;;;;;x
bureaucracy_emperor_title_queen_mother_joaquino;Emperatriz Viuda;;;;;;;;;;;;;x

#################Angeleno Cetic############
bureaucracy_baron_angeleno;Magistral;;;;;;;;;;;;;x 		#Magistro 
bureaucracy_baron_female_angeleno;Magistralés;;;;;;;;;;;;;x	#Magistra
bureaucracy_barony_of_angeleno;Magístratur de;;;;;;;;;;;;;x 	#Magistratúra de
bureaucracy_barony_angeleno;Magístratur;;;;;;;;;;;;;x		#Magistratúra
bureaucracy_count_angeleno;Soperfectal;;;;;;;;;;;;;x 		#Soperfecto
bureaucracy_count_female_angeleno;Soperfectés;;;;;;;;;;;;;x 	#Soperfecta
bureaucracy_county_of_angeleno;Soperfectur de;;;;;;;;;;;;;x	#Soperfectúra de
bureaucracy_county_angeleno;Soperfectur;;;;;;;;;;;;;x		#Soperfectíra
bureaucracy_duke_angeleno;Perfectal;;;;;;;;;;;;;x		#Perfecto
