#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###########Agragian Government####
#Title Localizations
EVTDESC_huelga;[Root.GetTitledName] has drawn up the Plan of [New.GetTitledName] and declared a [Root.Religion.GetCrusadeName] against the adherents of '[New.Religion.GetHighGodName]'. All true [Root.Religion.GetName] men are called to arms in the name of [Root.Religion.GetHighGodName]!\n\nJust as their ancestors did, La Hermandad will march for victory or death.;;;;;;;;;;;;;x
EVTDESC_huelga_pagan;[Root.GetTitledName] has drawn up the Plan of [From.GetFullBaseName] and declared a [Root.Religion.GetCrusadeName] against [New.GetTitledName] and the adherents of '[New.Religion.GetHighGodName]'. All true [Root.Religion.GetName] men are called to arms in the name of [Root.Religion.GetHighGodName]!\n\The unequal ways of [Root.Religion.GetRandomEvilGodName] will be removed from the Earth!;;;;;;;;;;;;;x
EVTDESC_huelga_christ;[Root.GetTitledName] has declared a [Root.Religion.GetCrusadeName] against [New.GetTitledName] and the [New.Religion.GetName] scabs in [From.GetFullBaseName]! All true [Root.Religion.GetName] men are called to arms against the wreckers of [Root.Religion.GetHighGodName]!\n\nThe profaners of [Root.Religion.GetRandomGodName] will pay with their lives!;;;;;;;;;;;;;x
EVTOPTA324;Si, se puede!;;;;;;;;;;;;;x
EVTOPTB200;Why should we care?;;;;;;;;;;;;;x
EVTOPTD200;To arms!;;;;;;;;;;;;;x
EVTOPTE200;How terrible!;;;;;;;;;;;;;x
EVTOPTF_la_hermandad_huelga_1;We shall overcome.;;;;;;;;;;;;;x
EVTDESC_huelga_2;To [Root.GetTitledFirstName]:\n\nThe men of your realm are hereby called to join the Huelga. Please muster your strikers and report for duty.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTA_huelga_2;Viva la causa!;;;;;;;;;;;;;x
TXT_EVTOPTA_huelga_2;Join The War;;;;;;;;;;;;;x
EVTOPTB_huelga_2;Non-violence is strength.;;;;;;;;;;;;;x
TXT_EVTOPTB_huelga_2;Do Not Join The War;;;;;;;;;;;;;x
EVTOPTC_huelga_2;I cannot serve...;;;;;;;;;;;;;x
TXT_EVTOPTC_huelga_2;Cannot Join The War;;;;;;;;;;;;;x
EVTDESC_huelga_3;Those accused of being scabs and sapos can redeem themselves by joining the Huelga. It is the time to serve.;;;;;;;;;;;;;x
EVTOPTA_huelga_3;I've crossed the picket line.;;;;;;;;;;;;;x

