##############GARINAGU
##########GARINAGU
#minisigu	GABINETE Conjunto de ministros
#uwari	GOBIERNO Conjunto de los ministros
#surúsia hiñáru / surúsia würi	DOCTOR Médico
#maistu / araudahati	MAESTRO Profesor
#maistûgu	MAGISTERIO Profesión del maestro
#gariyahati / chútaru	MAGO Que ejerce la magia
#habuti gumadimatiñu	MAGISTRADO Miembro de la judicatura
#aguseragülei	TRIBUNAL Lugar donde se administra justicia
#gumadi	GOBERNACIÓN Lugar donde despacha el gobernador
#waiyei	DOÑA Señora
#waiyei (m) / waiyau (f)	SEÑOR Tratamiento de cortesía
#weiyei / iyubudi	FEUDO Posesión de un señor
#gabilidu	ALCALDÍA Territorio de su jurisdicción
#galidi / agalidihati	ALCALDE Persona que preside una alcaldía
#inébewa	MAJESTAD Rey o reina
#lurudueimuna / gumadima	ÁRBITRO Juez
#gumadina	JUEZ Persona con autoridad para juzgar y sentenciar
#adilihati	MEDIAR Interceder
#ayanuha / luaigiñe	INTERCEDER Rogar por otro
#ubutugu	CIUDAD Población grande, importante
#wairiti	GRANDE De gran tamaño
#fadaguaü / farüga	MURALLA Muro grande
#galigande muna	MANSIÓN Casa lujosa y gran
#pânâ aunigirutibu	GUARDIÁN Persona que cuida algo
#gawaguti	DELEGADO Persona en quien se delega
#gawagutiña	DELEGACIÓN Conjunto de delegados
#fueleidu	CAPITÁN Oficial que manda
#furúmieti (m) furúmietu (f )	PRIMERO Principal
#alidihati / agabutihati	DIRECTOR Jefe que dirige
#alídihati (m), / alídihatu (f)	RECTOR Que rige
#afaraguni / ídereguni ûnguaü	PROCURAR Hacer diligencia para conseguir algo
#agairaü	NACIÓN Habitantes de un país
#ubáfu sügüsügueinati	RANGO Jerarquía, categoría
#chamuti / chubaluguti	EXCELENTE Sobresaliente
#gürigia buiti, gausanti	SUBLIME Excelente
#ubafu	PODER Gobierno de un país
#fádi / fádiri	SACERDOTE Hombre consagrado a Dios que dice misa
#madúgaunti (m) madúgaunti	SAGRADO Dedicado a Dios
#lufulasun	JURISDICCIÓN Territorio en que se ejerce autoridad
#agabutihati	DIRIGENTE Jefe que dirige
#alidihati / agabutihati	DIRECTOR Jefe que dirige
#gumadima wuribati	CAUDILLO Jefe
#hungulama	CAPO Jefe mafioso
#ichügünaü / ábuti / ichügübari	CABECILLA Jefe, caudillo
#le lererun uwai	DECRETAR Ordenar algo el Jefe de Estado
#ubuhudu	CACIQUE Jefe de una tribu
#ábuti	JEFE Superior de un cuerpo
city_kingdom_of_garinagu;Agairaü;;;;;;;;;;;;;x
city_prince_of_garinagu;Gausantima;;;;;;;;;;;;;x
city_prince_female_of_garinagu;Gausantimau;;;;;;;;;;;;;x
city_emperor_garinagu;Ubafu;;;;;;;;;;;;;x
city_emperor_female_garinagu;Ubafu;;;;;;;;;;;;;x
city_empire_of_garinagu;Luwain Iñuni Agairaü;;;;;;;;;;;;;x
###########temple_FURIEGI
temple_baron_female_furiegi;Subudimau;;;;;;;;;;;;;x		#Sabio
temple_baron_furiegi;Subudima;;;;;;;;;;;;;x				
temple_barony_of_furiegi;Fufasumadúgaunti lautu;;;;;;;;;;;;;x #Santuario	
temple_count_furiegi;Fádi;;;;;;;;;;;;;x					##fádi / fádiri	SACERDOTE Hombre consagrado a Dios que dice misa
temple_count_female_furiegi;Fádiu;;;;;;;;;;;;;x	
temple_county_of_furiegi;ligilisi lautu;;;;;;;;;;;;;x	
temple_duke_female_furiegi;Ábutiu;;;;;;;;;;;;;x			#ábuti	JEFE Superior de un cuerpo
temple_duke_furiegi;Ábuti;;;;;;;;;;;;;x
temple_duchy_of_furiegi;Lufulasun;;;;;;;;;;;;;x		#lufulasun	JURISDICCIÓN Territorio en que se ejerce autoridad
temple_king_furiegi;Ábuti Fádi;;;;;;;;;;;;;x
temple_king_female_furiegi;Ábuti Fádiu;;;;;;;;;;;;;x
temple_kingdom_of_furiegi;Ábuti Lufulasun;;;;;;;;;;;;;x	
temple_prince_of_furiegi;Gausantima;;;;;;;;;;;;;x
temple_prince_female_of_furiegi;Gausantimau;;;;;;;;;;;;;x
temple_emperor_furiegi;Luwain Iñuni Fádi;;;;;;;;;;;;;
temple_emperor_female_furiegi;Luwain Iñuni Fádiu;;;;;;;;;;;;;x
temple_empire_of_furiegi;Luwain Iñuni Lufulasun;;;;;;;;;;;;;x
###########tribal_GARINAGU
tribal_baron_female_garinagu;Ichügübari;;;;;;;;;;;;;x
tribal_baron_garinagu;Ichügünaü;;;;;;;;;;;;;x
tribal_barony_of_garinagu;Néchanu;;;;;;;;;;;;;x
tribal_count_garinagu;Ichügünaü;;;;;;;;;;;;;x
tribal_count_female_garinagu;Ichügübari;;;;;;;;;;;;;x
tribal_county_of_garinagu;Néchanu lauti;;;;;;;;;;;;;x
tribal_duke_female_garinagu;Ubuhudu;;;;;;;;;;;;;x
tribal_duke_garinagu;Ubuhudu;;;;;;;;;;;;;x
tribal_duchy_of_garinagu;Ubuhuduni lauti;;;;;;;;;;;;;x
tribal_king_garinagu;Waiyei;;;;;;;;;;;;;x
tribal_king_female_garinagu;Waiyei;;;;;;;;;;;;;x
tribal_kingdom_of_garinagu;Hauyei lauti;;;;;;;;;;;;;x
tribal_emperor_garinagu;Wairiti Waiyei;;;;;;;;;;;;;x
tribal_emperor_female_garinagu;Wairiti Waiyei;;;;;;;;;;;;;x
tribal_empire_of_garinagu;Wairiti Hauyei lauti;;;;;;;;;;;;;x
###########mormon_government_GARINAGU
mormon_government_baron_female_garinagu;Pânâu aunigirutibu;;;;;;;;;;;;;x
mormon_government_baron_garinagu;Pânâ aunigirutibu;;;;;;;;;;;;;x
mormon_government_barony_of_garinagu;Farüga;;;;;;;;;;;;;x
mormon_government_count_garinagu;Lurudueimuna;;;;;;;;;;;;;x
mormon_government_count_female_garinagu;Lurudueimunau;;;;;;;;;;;;;x
mormon_government_county_of_garinagu;Lufulasun lauti;;;;;;;;;;;;;x
mormon_government_duke_female_garinagu;Gumadinau;;;;;;;;;;;;;x
mormon_government_duke_garinagu;Gumadina;;;;;;;;;;;;;x
mormon_government_duchy_of_garinagu;Gumadi lauti;;;;;;;;;;;;;x
mormon_government_king_garinagu;Minisimau;;;;;;;;;;;;;x
mormon_government_king_female_garinagu;Minisima;;;;;;;;;;;;;x
mormon_government_kingdom_of_garinagu;Minisigu lauti;;;;;;;;;;;;;x
mormon_government_prince_of_garinagu;Gausantimau;;;;;;;;;;;;;x
mormon_government_emperor_garinagu;Luwain Iñunina Minisina;;;;;;;;;;;;;x
mormon_government_emperor_female_garinagu;Luwain Iñuninau Minisinau;;;;;;;;;;;;;x
mormon_government_empire_of_garinagu;Luwain Iñuninau Minisigu;;;;;;;;;;;;;x
############################yucateco
##########FEUDAL
baron_female_yucateco;Xunáan;;;;;;;;;;;;;x 
baron_yucateco;Yuum;;;;;;;;;;;;;x 				
barony_of_yucateco;Ba'alba;;;;;;;;;;;;;x  					
count_yucateco;Báatab;;;;;;;;;;;;;x   			
count_female_yucateco;X báatab;;;;;;;;;;;;;x    
county_of_yucateco;Batabil;;;;;;;;;;;;;x  			
duke_female_yucateco;Nojoch Xunáan;;;;;;;;;;;;;x
duke_yucateco;Jalach Wíinik;;;;;;;;;;;;;x
duchy_of_yucateco;Kuchkabal;;;;;;;;;;;;;x 				
king_yucateco;Ajaw;;;;;;;;;;;;;x
king_female_yucateco;X Ajaw;;;;;;;;;;;;;x
kingdom_of_yucateco;Ajawil;;;;;;;;;;;;;x
title_prince_yucateco;J ajawil;;;;;;;;;;;;;x
title_prince_female_yucateco;X ajawil;;;;;;;;;;;;;x					
emperor_yucateco;Aj Tepal;;;;;;;;;;;;x	 #alt Nojochajaw					
emperor_female_yucateco;X Aj Tepal;;;;;;;;;;;;;x  #alt Nojoch X Ajaw
empire_of_yucateco;Tepalil;;;;;;;;;;;;;x	#alt Nojochajawil	
###########REPUBLIC
city_baron_female_yucateco;X Aj Beelmal;;;;;;;;;;;;;x
city_baron_yucateco;Aj Beelmal;;;;;;;;;;;;;x			
city_barony_of_yucateco;Kaaj;;;;;;;;;;;;;x
city_count_yucateco;Aj Nat Be;;;;;;;;;;;;;x				#galidi / agalidihati	ALCALDE Persona que preside una alcaldía
city_count_female_yucateco;X Aj Nat Be;;;;;;;;;;;;;x
city_county_of_yucateco;Mek'tan Kaajil;;;;;;;;;;;;;x	
city_duke_female_yucateco;X aj Mek'tan;;;;;;;;;;;;;x
city_duke_yucateco;Aj Mek'tan;;;;;;;;;;;;;x
city_duchy_of_yucateco;Mek'tan Mailil;;;;;;;;;;;;;x #MEK’TAN MAIL
city_king_yucateco;Nojoch Jaalachil;;;;;;;;;;;;;x				##furúmieti (m) furúmietu (f )	PRIMERO Principal
city_king_female_yucateco;Nojoch X Jaalachil;;;;;;;;;;;;;x
city_kingdom_of_yucateco;Almejen Wíinikil;;;;;;;;;;;;;x #Almejen wíinikil
#city_prince_of_yucateco;Gausantima;;;;;;;;;;; ;;x
#city_prince_female_of_yucateco;Gausantimau;;;;;;;;;;;;;x
#city_emperor_yucateco;Ubafu;;;;;;;;;;;;;x
#city_emperor_female_yucateco;Ubafu;;;;;;;;;;;;;x
#city_empire_of_yucateco;Luwain Iñuni Agairaü;;;;;;;;;;;;;x
###########temple_qabantajik
temple_baron_female_qabantajik;X men;;;;;;;;;;;;;x
temple_baron_qabantajik;J men;;;;;;;;;;;;;x				
temple_barony_of_qabantajik;K'unaaj;;;;;;;;;;;;;x	
temple_count_qabantajik;K'iin;;;;;;;;;;;;;x					
temple_count_female_qabantajik;X K'iin;;;;;;;;;;;;;x	
temple_county_of_qabantajik; Mek’tan K'unaajil;;;;;;;;;;;;;x	
temple_duke_female_qabantajik;Xunáan K'iin;;;;;;;;;;;;;x			
temple_duke_qabantajik;Yuum K’iin.;;;;;;;;;;;;;x
temple_duchy_of_qabantajik;Yotoch K’uj;;;;;;;;;;;;;x		
temple_king_qabantajik;Nojoch Yum K'iin;;;;;;;;;;;;;x
temple_king_female_qabantajik;Nojoch Xunáan K'iin;;;;;;;;;;;;;x
temple_kingdom_of_qabantajik;Nojoch Mek'tan K'unaajil;;;;;;;;;;;;;x	
#temple_prince_of_qabantajik;Gausantima;;;;;;;;;;;;;x
#temple_prince_female_of_qabantajik;Gausantimau;;;;;;;;;;;;;x
#temple_emperor_qabantajik;Luwain Iñuni Fádi;;;;;;;;;;;;;
#temple_emperor_female_qabantajik;Luwain Iñuni Fádiu;;;;;;;;;;;;;x
#temple_empire_of_qabantajik;Luwain Iñuni Lufulasun;;;;;;;;;;;;;x
###########tribal_yucateco
tribal_baron_female_yucateco;X Tatich;;;;;;;;;;;;;x
tribal_baron_yucateco;Tatich;;;;;;;;;;;;;x
tribal_barony_of_yucateco;Wíiniko'obil;;;;;;;;;;;;;x
tribal_count_yucateco;Tatich;;;;;;;;;;;;;x
tribal_count_female_yucateco;X Tatich;;;;;;;;;;;;;x
#tribal_county_of_yucateco;Kaaj;;;;;;;;;;;;;x
tribal_duke_female_yucateco;X Nojochil;;;;;;;;;;;;;x
tribal_duke_yucateco;Nojochil;;;;;;;;;;;;;x
#tribal_duchy_of_yucateco;Ubuhuduni lauti;;;;;;;;;;;;;x
tribal_king_yucateco;Ajaw Nojochil;;;;;;;;;;;;;x
tribal_king_female_yucateco;X Ajaw Nojochil;;;;;;;;;;;;;x
#tribal_kingdom_of_yucateco;Hauyei lauti;;;;;;;;;;;;;x
#tribal_emperor_yucateco;Wairiti Waiyei;;;;;;;;;;;;;x
#tribal_emperor_female_yucateco;Wairiti Waiyei;;;;;;;;;;;;;x
#tribal_empire_of_yucateco;Wairiti Hauyei lauti;;;;;;;;;;;;;x
###########mormon_government_yucateco
#mormon_government_baron_female_yucateco;Pânâu aunigirutibu;;;;;;;;;;;;;x
#mormon_government_baron_yucateco;Pânâ aunigirutibu;;;;;;;;;;;;;x
#mormon_government_barony_of_yucateco;Farüga;;;;;;;;;;;;;x
#mormon_government_count_yucateco;Lurudueimuna;;;;;;;;;;;;;x
#mormon_government_count_female_yucateco;Lurudueimunau;;;;;;;;;;;;;x
#mormon_government_county_of_yucateco;Lufulasun lauti;;;;;;;;;;;;;x
#mormon_government_duke_female_yucateco;Gumadinau;;;;;;;;;;;;;x
#mormon_government_duke_yucateco;Gumadina;;;;;;;;;;;;;x
#mormon_government_duchy_of_yucateco;Gumadi lauti;;;;;;;;;;;;;x
#mormon_government_king_yucateco;Minisimau;;;;;;;;;;;;;x
#mormon_government_king_female_yucateco;Minisima;;;;;;;;;;;;;x
#mormon_government_kingdom_of_yucateco;Minisigu lauti;;;;;;;;;;;;;x
#mormon_government_prince_of_yucateco;Gausantimau;;;;;;;;;;;;;x
#mormon_government_emperor_yucateco;Luwain Iñunina Minisina;;;;;;;;;;;;;x
#mormon_government_emperor_female_yucateco;Luwain Iñuninau Minisinau;;;;;;;;;;;;;x
#mormon_government_empire_of_yucateco;Luwain Iñuninau Minisigu;;;;;;;;;;;;;x
####TSOTSIL
######FEUDAL_TSOTSIL
baron_female_tsotsil;X-Sintsika;;;;;;;;;;;;;x
baron_tsotsil;Sintsiko;;;;;;;;;;;;;x
count_tsotsil;Rejitsor;;;;;;;;;;;;;x
count_female_tsotsil;X-Rejitsora;;;;;;;;;;;;;x
county_of_tsotsil;Teklum de;;;;;;;;;;;;;x
duke_female_tsotsil;X-Alcaltse;;;;;;;;;;;;;x
duke_tsotsil;Alcaltse;;;;;;;;;;;;;x
duchy_of_tsotsil;Ayuntamiento de;;;;;;;;;;;;;x
king_tsotsil;Jkobernatsor;;;;;;;;;;;;;x
king_female_tsotsil;X-Jkobernatsor;;;;;;;;;;;;;x
kingdom_of_tsotsil;Jkobierno de;;;;;;;;;;;;;x
emperor_tsotsil;BLANKmaleEMPEROR;;;;;;;;;;;;;x
emperor_female_tsotsil;BLANKfemaleEMPRESS;;;;;;;;;;;;;x
